episode,cumulative_reward,steps,epsilon,reward (rolling avg),steps (rolling avg)
470,998.1,20.0,0.01,998.084,20.16
471,998.1,20.0,0.01,998.084,20.16
472,998.1,20.0,0.01,998.084,20.16
473,998.1,20.0,0.01,998.084,20.16
474,998.1,20.0,0.01,998.0840000000001,20.16
475,998.1,20.0,0.01,998.084,20.16
476,998.1,20.0,0.01,998.0840000000001,20.16
477,998.1,20.0,0.01,998.084,20.16
478,997.9,22.0,0.01,998.0800000000002,20.2
479,998.1,20.0,0.01,998.0840000000001,20.16
480,997.7,24.0,0.01,998.064,20.36
481,998.1,20.0,0.01,998.064,20.36
482,998.1,20.0,0.01,998.064,20.36
483,998.1,20.0,0.01,998.064,20.36
484,998.1,20.0,0.01,998.064,20.36
485,998.1,20.0,0.01,998.064,20.36
486,998.1,20.0,0.01,998.064,20.36
487,998.1,20.0,0.01,998.064,20.36
488,998.1,20.0,0.01,998.064,20.36
489,998.1,20.0,0.01,998.064,20.36
490,998.1,20.0,0.01,998.0640000000001,20.36
491,998.8,13.0,0.01,998.0780000000002,20.22
492,998.1,20.0,0.01,998.078,20.22
493,998.1,20.0,0.01,998.078,20.22
494,998.1,20.0,0.01,998.078,20.22
495,997.9,22.0,0.01,998.0780000000002,20.22
496,998.1,20.0,0.01,998.078,20.22
497,998.1,20.0,0.01,998.078,20.22
498,998.1,20.0,0.01,998.0779999999999,20.22
499,998.1,20.0,0.01,998.0820000000001,20.18
500,998.1,20.0,0.01,998.082,20.18
501,998.1,20.0,0.01,998.086,20.14
502,998.1,20.0,0.01,998.09,20.1
503,998.1,20.0,0.01,998.09,20.1
504,998.1,20.0,0.01,998.09,20.1
505,998.1,20.0,0.01,998.094,20.06
506,998.1,20.0,0.01,998.0939999999999,20.06
507,998.1,20.0,0.01,998.0939999999999,20.06
508,998.1,20.0,0.01,998.0939999999999,20.06
509,997.9,22.0,0.01,998.0900000000001,20.1
510,998.1,20.0,0.01,998.09,20.1
511,998.1,20.0,0.01,998.09,20.1
512,998.1,20.0,0.01,998.09,20.1
513,998.1,20.0,0.01,998.094,20.06
514,997.9,22.0,0.01,998.09,20.1
515,998.1,20.0,0.01,998.09,20.1
516,998.1,20.0,0.01,998.09,20.1
517,998.1,20.0,0.01,998.09,20.1
518,998.1,20.0,0.01,998.09,20.1
519,998.1,20.0,0.01,998.09,20.1
520,998.1,20.0,0.01,998.09,20.1
521,998.1,20.0,0.01,998.09,20.1
522,998.1,20.0,0.01,998.09,20.1
523,998.1,20.0,0.01,998.09,20.1
524,998.1,20.0,0.01,998.09,20.1
525,998.1,20.0,0.01,998.09,20.1
526,998.1,20.0,0.01,998.09,20.1
527,998.1,20.0,0.01,998.09,20.1
528,998.1,20.0,0.01,998.0939999999999,20.06
529,998.1,20.0,0.01,998.0939999999999,20.06
530,998.1,20.0,0.01,998.102,19.98
531,998.1,20.0,0.01,998.102,19.98
532,998.1,20.0,0.01,998.102,19.98
533,998.1,20.0,0.01,998.102,19.98
534,997.9,22.0,0.01,998.0980000000001,20.02
535,998.1,20.0,0.01,998.0980000000001,20.02
536,999.0,11.0,0.01,998.1159999999999,19.84
537,998.1,20.0,0.01,998.1159999999999,19.84
538,998.1,20.0,0.01,998.1160000000001,19.84
539,998.2,19.0,0.01,998.118,19.82
540,998.1,20.0,0.01,998.118,19.82
541,998.1,20.0,0.01,998.1039999999999,19.96
542,998.1,20.0,0.01,998.1039999999999,19.96
543,998.1,20.0,0.01,998.1039999999999,19.96
544,998.1,20.0,0.01,998.1039999999999,19.96
545,998.1,20.0,0.01,998.1079999999998,19.92
546,998.1,20.0,0.01,998.1079999999998,19.92
547,998.1,20.0,0.01,998.1079999999998,19.92
548,998.4,17.0,0.01,998.1139999999999,19.86
549,998.1,20.0,0.01,998.114,19.86
550,998.1,20.0,0.01,998.1139999999999,19.86
551,999.8,3.0,0.01,998.148,19.52
552,998.1,20.0,0.01,998.148,19.52
553,998.1,20.0,0.01,998.148,19.52
554,998.1,20.0,0.01,998.1479999999999,19.52
555,998.1,20.0,0.01,998.148,19.52
556,998.1,20.0,0.01,998.148,19.52
557,998.1,20.0,0.01,998.148,19.52
558,998.1,20.0,0.01,998.148,19.52
559,998.1,20.0,0.01,998.1520000000002,19.48
560,998.1,20.0,0.01,998.1520000000002,19.48
561,998.1,20.0,0.01,998.1520000000002,19.48
562,998.1,20.0,0.01,998.1519999999999,19.48
563,998.1,20.0,0.01,998.1520000000002,19.48
564,998.1,20.0,0.01,998.1560000000001,19.44
565,998.1,20.0,0.01,998.1560000000001,19.44
566,998.1,20.0,0.01,998.1560000000001,19.44
567,998.1,20.0,0.01,998.1560000000001,19.44
568,998.1,20.0,0.01,998.1560000000001,19.44
569,998.1,20.0,0.01,998.1560000000001,19.44
570,998.1,20.0,0.01,998.1560000000001,19.44
571,998.1,20.0,0.01,998.1560000000001,19.44
572,998.1,20.0,0.01,998.1560000000001,19.44
573,998.1,20.0,0.01,998.1560000000001,19.44
574,998.1,20.0,0.01,998.1560000000001,19.44
575,998.1,20.0,0.01,998.1560000000001,19.44
576,998.1,20.0,0.01,998.1560000000001,19.44
577,998.1,20.0,0.01,998.1560000000001,19.44
578,998.1,20.0,0.01,998.1560000000001,19.44
579,998.1,20.0,0.01,998.1560000000001,19.44
580,998.1,20.0,0.01,998.1560000000001,19.44
581,997.9,22.0,0.01,998.1520000000002,19.48
582,998.1,20.0,0.01,998.1520000000002,19.48
583,998.1,20.0,0.01,998.1519999999999,19.48
584,998.1,20.0,0.01,998.1560000000001,19.44
585,998.1,20.0,0.01,998.1560000000001,19.44
586,998.1,20.0,0.01,998.138,19.62
587,998.1,20.0,0.01,998.1379999999999,19.62
588,998.1,20.0,0.01,998.138,19.62
589,998.1,20.0,0.01,998.1360000000001,19.64
590,998.1,20.0,0.01,998.1360000000001,19.64
591,998.1,20.0,0.01,998.1360000000001,19.64
592,998.1,20.0,0.01,998.1360000000001,19.64
593,998.1,20.0,0.01,998.1360000000001,19.64
594,998.1,20.0,0.01,998.1360000000001,19.64
595,999.2,9.0,0.01,998.158,19.42
596,998.1,20.0,0.01,998.158,19.42
597,998.1,20.0,0.01,998.158,19.42
598,998.1,20.0,0.01,998.1519999999999,19.48
599,998.1,20.0,0.01,998.1519999999999,19.48
600,998.1,20.0,0.01,998.1519999999999,19.48
601,998.1,20.0,0.01,998.1179999999999,19.82
602,998.1,20.0,0.01,998.1179999999999,19.82
603,998.1,20.0,0.01,998.1179999999999,19.82
604,998.1,20.0,0.01,998.1179999999999,19.82
605,998.1,20.0,0.01,998.1179999999999,19.82
606,998.1,20.0,0.01,998.1179999999999,19.82
607,998.1,20.0,0.01,998.118,19.82
608,998.1,20.0,0.01,998.118,19.82
609,998.1,20.0,0.01,998.1179999999999,19.82
610,998.1,20.0,0.01,998.1179999999999,19.82
611,998.1,20.0,0.01,998.118,19.82
612,998.1,20.0,0.01,998.118,19.82
613,998.1,20.0,0.01,998.1179999999999,19.82
614,998.1,20.0,0.01,998.1179999999999,19.82
615,998.1,20.0,0.01,998.118,19.82
616,997.9,22.0,0.01,998.114,19.86
617,998.1,20.0,0.01,998.1139999999999,19.86
618,998.1,20.0,0.01,998.1139999999999,19.86
619,998.1,20.0,0.01,998.1139999999999,19.86
620,998.1,20.0,0.01,998.1139999999999,19.86
621,998.1,20.0,0.01,998.1139999999999,19.86
622,998.1,20.0,0.01,998.1139999999999,19.86
623,998.1,20.0,0.01,998.1139999999999,19.86
624,998.1,20.0,0.01,998.1139999999999,19.86
625,998.1,20.0,0.01,998.1139999999999,19.86
626,998.1,20.0,0.01,998.1139999999999,19.86
627,998.1,20.0,0.01,998.1139999999999,19.86
628,998.1,20.0,0.01,998.1139999999999,19.86
629,998.1,20.0,0.01,998.1139999999999,19.86
630,997.9,22.0,0.01,998.11,19.9
631,998.1,20.0,0.01,998.1139999999999,19.86
632,998.1,20.0,0.01,998.1139999999999,19.86
633,998.1,20.0,0.01,998.1139999999999,19.86
634,998.1,20.0,0.01,998.1139999999999,19.86
635,998.1,20.0,0.01,998.1139999999999,19.86
636,998.1,20.0,0.01,998.1139999999999,19.86
637,998.1,20.0,0.01,998.1139999999999,19.86
638,998.1,20.0,0.01,998.1139999999999,19.86
639,997.9,22.0,0.01,998.11,19.9
640,998.1,20.0,0.01,998.11,19.9
641,998.1,20.0,0.01,998.11,19.9
642,998.1,20.0,0.01,998.11,19.9
643,998.1,20.0,0.01,998.11,19.9
644,998.1,20.0,0.01,998.11,19.9
645,998.1,20.0,0.01,998.0879999999999,20.12
646,998.1,20.0,0.01,998.0879999999999,20.12
647,998.1,20.0,0.01,998.0879999999999,20.12
648,998.1,20.0,0.01,998.0879999999999,20.12
649,997.9,22.0,0.01,998.084,20.16
650,998.1,20.0,0.01,998.0840000000001,20.16
651,998.1,20.0,0.01,998.084,20.16
652,998.1,20.0,0.01,998.084,20.16
653,997.9,22.0,0.01,998.08,20.2
654,998.1,20.0,0.01,998.08,20.2
655,998.1,20.0,0.01,998.08,20.2
656,998.1,20.0,0.01,998.08,20.2
657,998.1,20.0,0.01,998.08,20.2
658,998.1,20.0,0.01,998.08,20.2
659,998.1,20.0,0.01,998.08,20.2
660,998.1,20.0,0.01,998.08,20.2
661,998.1,20.0,0.01,998.08,20.2
662,998.1,20.0,0.01,998.08,20.2
663,997.7,24.0,0.01,998.072,20.28
664,998.1,20.0,0.01,998.072,20.28
665,998.1,20.0,0.01,998.072,20.28
666,998.1,20.0,0.01,998.076,20.24
667,998.3,18.0,0.01,998.0800000000002,20.2
668,998.1,20.0,0.01,998.08,20.2
669,998.1,20.0,0.01,998.08,20.2
670,997.9,22.0,0.01,998.076,20.24
671,998.1,20.0,0.01,998.076,20.24
672,998.1,20.0,0.01,998.0759999999999,20.24
673,998.1,20.0,0.01,998.076,20.24
674,998.1,20.0,0.01,998.076,20.24
675,998.1,20.0,0.01,998.076,20.24
676,998.1,20.0,0.01,998.0759999999999,20.24
677,998.1,20.0,0.01,998.076,20.24
678,998.1,20.0,0.01,998.076,20.24
679,998.1,20.0,0.01,998.076,20.24
680,998.1,20.0,0.01,998.08,20.2
681,998.1,20.0,0.01,998.08,20.2
682,998.1,20.0,0.01,998.08,20.2
683,998.1,20.0,0.01,998.08,20.2
684,998.1,20.0,0.01,998.08,20.2
685,997.9,22.0,0.01,998.076,20.24
686,998.1,20.0,0.01,998.076,20.24
687,998.1,20.0,0.01,998.076,20.24
688,998.1,20.0,0.01,998.076,20.24
689,998.1,20.0,0.01,998.08,20.2
690,998.1,20.0,0.01,998.08,20.2
691,998.1,20.0,0.01,998.08,20.2
692,998.1,20.0,0.01,998.08,20.2
693,998.1,20.0,0.01,998.08,20.2
694,998.1,20.0,0.01,998.08,20.2
695,998.1,20.0,0.01,998.08,20.2
696,998.1,20.0,0.01,998.08,20.2
697,998.1,20.0,0.01,998.08,20.2
698,998.1,20.0,0.01,998.08,20.2
699,998.1,20.0,0.01,998.084,20.16
700,998.1,20.0,0.01,998.084,20.16
701,998.1,20.0,0.01,998.084,20.16
702,999.6,5.0,0.01,998.1139999999999,19.86
703,998.1,20.0,0.01,998.118,19.82
704,997.9,22.0,0.01,998.114,19.86
705,997.9,22.0,0.01,998.1100000000001,19.9
706,998.1,20.0,0.01,998.11,19.9
707,1000.0,1.0,0.01,998.148,19.52
708,998.1,20.0,0.01,998.148,19.52
709,998.1,20.0,0.01,998.1479999999999,19.52
710,998.1,20.0,0.01,998.1479999999999,19.52
711,998.1,20.0,0.01,998.1479999999999,19.52
712,998.1,20.0,0.01,998.1479999999999,19.52
713,998.1,20.0,0.01,998.156,19.44
714,998.1,20.0,0.01,998.1560000000001,19.44
715,999.0,11.0,0.01,998.1740000000001,19.26
716,998.1,20.0,0.01,998.174,19.26
717,998.1,20.0,0.01,998.17,19.3
718,998.1,20.0,0.01,998.17,19.3
719,998.1,20.0,0.01,998.17,19.3
720,997.9,22.0,0.01,998.17,19.3
721,998.1,20.0,0.01,998.17,19.3
722,998.1,20.0,0.01,998.17,19.3
723,998.1,20.0,0.01,998.17,19.3
724,998.1,20.0,0.01,998.17,19.3
725,998.1,20.0,0.01,998.17,19.3
726,997.9,22.0,0.01,998.166,19.34
727,998.1,20.0,0.01,998.166,19.34
728,999.4,7.0,0.01,998.192,19.08
729,998.1,20.0,0.01,998.192,19.08
730,998.1,20.0,0.01,998.1919999999998,19.08
731,998.1,20.0,0.01,998.192,19.08
732,998.1,20.0,0.01,998.1919999999998,19.08
733,998.1,20.0,0.01,998.192,19.08
734,997.9,22.0,0.01,998.1879999999999,19.12
735,998.1,20.0,0.01,998.1920000000001,19.08
736,998.9,12.0,0.01,998.2079999999999,18.92
737,998.1,20.0,0.01,998.2080000000001,18.92
738,998.1,20.0,0.01,998.2079999999999,18.92
739,998.1,20.0,0.01,998.2079999999999,18.92
740,998.1,20.0,0.01,998.2079999999999,18.92
741,998.1,20.0,0.01,998.2079999999999,18.92
742,997.9,22.0,0.01,998.204,18.96
743,998.1,20.0,0.01,998.204,18.96
744,998.1,20.0,0.01,998.204,18.96
745,998.1,20.0,0.01,998.204,18.96
746,998.1,20.0,0.01,998.204,18.96
747,998.1,20.0,0.01,998.204,18.96
748,998.1,20.0,0.01,998.204,18.96
749,998.1,20.0,0.01,998.204,18.96
750,998.1,20.0,0.01,998.204,18.96
751,997.9,22.0,0.01,998.2,19.0
752,998.1,20.0,0.01,998.17,19.3
753,998.1,20.0,0.01,998.17,19.3
754,998.1,20.0,0.01,998.174,19.26
755,998.1,20.0,0.01,998.1779999999999,19.22
756,998.1,20.0,0.01,998.1779999999999,19.22
757,998.1,20.0,0.01,998.14,19.6
758,998.1,20.0,0.01,998.14,19.6
759,998.1,20.0,0.01,998.14,19.6
760,998.1,20.0,0.01,998.14,19.6
761,998.1,20.0,0.01,998.14,19.6
762,998.1,20.0,0.01,998.14,19.6
763,998.1,20.0,0.01,998.14,19.6
764,997.9,22.0,0.01,998.1360000000001,19.64
765,998.1,20.0,0.01,998.1180000000002,19.82
766,998.1,20.0,0.01,998.118,19.82
767,998.1,20.0,0.01,998.1179999999999,19.82
768,998.1,20.0,0.01,998.1179999999999,19.82
769,998.1,20.0,0.01,998.118,19.82
770,998.1,20.0,0.01,998.1220000000001,19.78
771,997.9,22.0,0.01,998.1180000000002,19.82
772,998.1,20.0,0.01,998.118,19.82
773,998.1,20.0,0.01,998.118,19.82
774,998.1,20.0,0.01,998.118,19.82
775,998.1,20.0,0.01,998.118,19.82
776,998.1,20.0,0.01,998.122,19.78
777,998.1,20.0,0.01,998.1220000000001,19.78
778,998.1,20.0,0.01,998.096,20.04
779,998.1,20.0,0.01,998.096,20.04
780,998.1,20.0,0.01,998.0959999999999,20.04
781,998.1,20.0,0.01,998.096,20.04
782,998.1,20.0,0.01,998.096,20.04
783,998.1,20.0,0.01,998.096,20.04
784,998.1,20.0,0.01,998.1,20.0
785,997.9,22.0,0.01,998.096,20.04
786,998.1,20.0,0.01,998.08,20.2
787,999.2,9.0,0.01,998.102,19.98
788,998.1,20.0,0.01,998.102,19.98
789,998.4,17.0,0.01,998.1080000000001,19.92
790,997.9,22.0,0.01,998.104,19.96
791,998.3,18.0,0.01,998.1080000000002,19.92
792,998.1,20.0,0.01,998.112,19.88
793,998.1,20.0,0.01,998.1119999999999,19.88
794,998.1,20.0,0.01,998.112,19.88
795,998.1,20.0,0.01,998.112,19.88
796,998.1,20.0,0.01,998.112,19.88
797,998.1,20.0,0.01,998.1119999999999,19.88
798,998.1,20.0,0.01,998.112,19.88
799,998.1,20.0,0.01,998.112,19.88
800,998.1,20.0,0.01,998.1120000000001,19.88
801,997.7,24.0,0.01,998.1079999999998,19.92
802,998.1,20.0,0.01,998.1080000000001,19.92
803,998.1,20.0,0.01,998.1080000000001,19.92
804,998.1,20.0,0.01,998.1080000000001,19.92
805,998.1,20.0,0.01,998.1080000000001,19.92
806,998.1,20.0,0.01,998.1080000000001,19.92
807,998.1,20.0,0.01,998.1080000000001,19.92
808,998.1,20.0,0.01,998.1080000000001,19.92
809,997.9,22.0,0.01,998.104,19.96
810,998.1,20.0,0.01,998.104,19.96
811,998.1,20.0,0.01,998.1039999999999,19.96
812,998.1,20.0,0.01,998.104,19.96
813,998.1,20.0,0.01,998.1039999999999,19.96
814,997.9,22.0,0.01,998.104,19.96
815,998.1,20.0,0.01,998.1039999999999,19.96
816,999.9,2.0,0.01,998.14,19.6
817,998.1,20.0,0.01,998.14,19.6
818,998.6,15.0,0.01,998.15,19.5
819,998.1,20.0,0.01,998.15,19.5
820,998.1,20.0,0.01,998.15,19.5
821,998.1,20.0,0.01,998.154,19.46
822,998.1,20.0,0.01,998.1540000000001,19.46
823,998.1,20.0,0.01,998.154,19.46
824,998.1,20.0,0.01,998.154,19.46
825,997.9,22.0,0.01,998.15,19.5
826,998.1,20.0,0.01,998.1500000000001,19.5
827,997.9,22.0,0.01,998.1460000000001,19.54
828,998.1,20.0,0.01,998.1460000000001,19.54
829,998.1,20.0,0.01,998.146,19.54
830,998.1,20.0,0.01,998.1460000000001,19.54
831,998.1,20.0,0.01,998.146,19.54
832,998.1,20.0,0.01,998.1460000000001,19.54
833,998.1,20.0,0.01,998.146,19.54
834,998.1,20.0,0.01,998.1460000000001,19.54
835,998.1,20.0,0.01,998.15,19.5
836,998.1,20.0,0.01,998.15,19.5
837,998.1,20.0,0.01,998.1279999999999,19.72
838,998.1,20.0,0.01,998.128,19.72
839,998.1,20.0,0.01,998.122,19.78
840,998.1,20.0,0.01,998.1260000000001,19.74
841,998.1,20.0,0.01,998.122,19.78
842,998.1,20.0,0.01,998.122,19.78
843,998.1,20.0,0.01,998.122,19.78
844,998.1,20.0,0.01,998.122,19.78
845,998.1,20.0,0.01,998.122,19.78
846,998.1,20.0,0.01,998.122,19.78
847,998.1,20.0,0.01,998.122,19.78
848,998.9,12.0,0.01,998.138,19.62
849,998.1,20.0,0.01,998.138,19.62
850,998.1,20.0,0.01,998.1379999999999,19.62
851,998.1,20.0,0.01,998.1460000000001,19.54
852,998.1,20.0,0.01,998.146,19.54
853,998.1,20.0,0.01,998.1460000000001,19.54
854,998.1,20.0,0.01,998.1460000000001,19.54
855,998.5,16.0,0.01,998.1540000000001,19.46
856,998.1,20.0,0.01,998.154,19.46
857,998.1,20.0,0.01,998.154,19.46
858,998.1,20.0,0.01,998.154,19.46
859,998.1,20.0,0.01,998.1579999999999,19.42
860,998.1,20.0,0.01,998.1579999999999,19.42
861,998.1,20.0,0.01,998.1579999999999,19.42
862,998.1,20.0,0.01,998.1579999999999,19.42
863,998.1,20.0,0.01,998.1579999999999,19.42
864,998.1,20.0,0.01,998.1619999999999,19.38
865,998.1,20.0,0.01,998.1619999999999,19.38
866,998.1,20.0,0.01,998.1260000000001,19.74
867,998.1,20.0,0.01,998.1260000000001,19.74
868,998.1,20.0,0.01,998.1160000000001,19.84
869,998.1,20.0,0.01,998.1160000000001,19.84
870,998.1,20.0,0.01,998.1160000000001,19.84
871,998.1,20.0,0.01,998.1160000000001,19.84
872,998.1,20.0,0.01,998.1160000000001,19.84
873,998.1,20.0,0.01,998.1160000000001,19.84
874,998.1,20.0,0.01,998.1160000000001,19.84
875,998.1,20.0,0.01,998.12,19.8
876,998.1,20.0,0.01,998.12,19.8
877,998.1,20.0,0.01,998.1239999999999,19.76
878,998.1,20.0,0.01,998.1239999999999,19.76
879,998.1,20.0,0.01,998.1239999999999,19.76
880,998.1,20.0,0.01,998.1239999999999,19.76
881,998.1,20.0,0.01,998.1239999999999,19.76
882,998.1,20.0,0.01,998.1239999999999,19.76
883,998.1,20.0,0.01,998.1239999999999,19.76
884,998.1,20.0,0.01,998.1239999999999,19.76
885,998.1,20.0,0.01,998.1239999999999,19.76
886,998.1,20.0,0.01,998.1239999999999,19.76
887,998.1,20.0,0.01,998.1239999999999,19.76
888,998.1,20.0,0.01,998.1239999999999,19.76
889,997.7,24.0,0.01,998.1159999999999,19.84
890,998.1,20.0,0.01,998.1159999999999,19.84
891,998.1,20.0,0.01,998.1160000000001,19.84
892,998.1,20.0,0.01,998.1160000000001,19.84
893,998.1,20.0,0.01,998.1160000000001,19.84
894,998.1,20.0,0.01,998.1160000000001,19.84
895,998.1,20.0,0.01,998.1160000000001,19.84
896,998.1,20.0,0.01,998.1160000000001,19.84
897,998.1,20.0,0.01,998.1160000000001,19.84
898,997.9,22.0,0.01,998.096,20.04
899,998.1,20.0,0.01,998.096,20.04
900,998.1,20.0,0.01,998.096,20.04
901,998.1,20.0,0.01,998.096,20.04
902,998.3,18.0,0.01,998.1000000000001,20.0
903,998.1,20.0,0.01,998.1000000000001,20.0
904,998.1,20.0,0.01,998.1,20.0
905,998.1,20.0,0.01,998.0920000000001,20.08
906,998.1,20.0,0.01,998.0920000000001,20.08
907,998.1,20.0,0.01,998.0920000000001,20.08
908,998.1,20.0,0.01,998.0920000000001,20.08
909,998.1,20.0,0.01,998.0920000000001,20.08
910,997.9,22.0,0.01,998.0880000000002,20.12
911,998.1,20.0,0.01,998.0880000000002,20.12
912,998.1,20.0,0.01,998.0880000000001,20.12
913,998.1,20.0,0.01,998.0880000000001,20.12
914,998.1,20.0,0.01,998.0880000000001,20.12
915,998.1,20.0,0.01,998.0879999999999,20.12
916,998.1,20.0,0.01,998.0880000000001,20.12
917,998.1,20.0,0.01,998.0880000000001,20.12
918,997.7,24.0,0.01,998.08,20.2
919,998.1,20.0,0.01,998.0799999999998,20.2
920,998.1,20.0,0.01,998.08,20.2
921,998.1,20.0,0.01,998.08,20.2
922,998.1,20.0,0.01,998.08,20.2
923,998.1,20.0,0.01,998.08,20.2
924,998.1,20.0,0.01,998.08,20.2
925,998.1,20.0,0.01,998.08,20.2
926,999.2,9.0,0.01,998.102,19.98
927,998.1,20.0,0.01,998.102,19.98
928,998.1,20.0,0.01,998.1020000000001,19.98
929,998.1,20.0,0.01,998.1020000000001,19.98
930,998.1,20.0,0.01,998.1020000000001,19.98
931,998.1,20.0,0.01,998.1020000000001,19.98
932,998.1,20.0,0.01,998.1020000000001,19.98
933,998.1,20.0,0.01,998.1020000000001,19.98
934,998.1,20.0,0.01,998.1020000000001,19.98
935,998.1,20.0,0.01,998.1020000000001,19.98
936,998.9,12.0,0.01,998.1180000000002,19.82
937,999.5,6.0,0.01,998.1460000000002,19.54
938,998.1,20.0,0.01,998.1460000000001,19.54
939,997.9,22.0,0.01,998.15,19.5
940,997.9,22.0,0.01,998.1460000000001,19.54
941,998.1,20.0,0.01,998.1460000000001,19.54
942,998.3,18.0,0.01,998.1500000000001,19.5
943,997.9,22.0,0.01,998.1460000000002,19.54
944,998.1,20.0,0.01,998.1460000000001,19.54
945,998.1,20.0,0.01,998.146,19.54
946,998.1,20.0,0.01,998.1460000000001,19.54
947,998.1,20.0,0.01,998.1460000000001,19.54
948,998.1,20.0,0.01,998.15,19.5
949,997.9,22.0,0.01,998.1460000000001,19.54
950,998.1,20.0,0.01,998.1460000000001,19.54
951,998.1,20.0,0.01,998.1460000000001,19.54
952,998.1,20.0,0.01,998.1419999999999,19.58
953,998.1,20.0,0.01,998.1419999999999,19.58
954,998.1,20.0,0.01,998.1419999999999,19.58
955,998.1,20.0,0.01,998.1419999999999,19.58
956,998.1,20.0,0.01,998.1419999999999,19.58
957,998.1,20.0,0.01,998.1419999999999,19.58
958,998.1,20.0,0.01,998.1419999999999,19.58
959,998.1,20.0,0.01,998.1420000000002,19.58
960,998.1,20.0,0.01,998.1460000000001,19.54
961,998.1,20.0,0.01,998.1460000000001,19.54
962,998.1,20.0,0.01,998.1460000000001,19.54
963,998.1,20.0,0.01,998.1460000000001,19.54
964,998.1,20.0,0.01,998.1460000000001,19.54
965,997.9,22.0,0.01,998.1420000000002,19.58
966,998.1,20.0,0.01,998.1420000000002,19.58
967,998.1,20.0,0.01,998.1419999999999,19.58
968,998.1,20.0,0.01,998.15,19.5
969,998.1,20.0,0.01,998.15,19.5
970,998.1,20.0,0.01,998.15,19.5
971,998.1,20.0,0.01,998.15,19.5
972,998.1,20.0,0.01,998.15,19.5
973,998.1,20.0,0.01,998.15,19.5
974,998.1,20.0,0.01,998.15,19.5
975,999.4,7.0,0.01,998.176,19.24
976,998.1,20.0,0.01,998.1540000000001,19.46
977,998.1,20.0,0.01,998.154,19.46
978,999.4,7.0,0.01,998.18,19.2
979,998.1,20.0,0.01,998.18,19.2
980,998.1,20.0,0.01,998.18,19.2
981,998.1,20.0,0.01,998.18,19.2
982,998.1,20.0,0.01,998.18,19.2
983,997.9,22.0,0.01,998.176,19.24
984,998.1,20.0,0.01,998.176,19.24
985,998.1,20.0,0.01,998.176,19.24
986,998.1,20.0,0.01,998.16,19.4
987,998.1,20.0,0.01,998.132,19.68
988,998.1,20.0,0.01,998.132,19.68
989,998.1,20.0,0.01,998.1360000000001,19.64
990,998.1,20.0,0.01,998.14,19.6
991,998.1,20.0,0.01,998.14,19.6
992,998.1,20.0,0.01,998.136,19.64
993,998.1,20.0,0.01,998.14,19.6
994,998.1,20.0,0.01,998.14,19.6
995,998.1,20.0,0.01,998.14,19.6
996,998.1,20.0,0.01,998.14,19.6
997,998.1,20.0,0.01,998.14,19.6
998,998.1,20.0,0.01,998.14,19.6
999,998.1,20.0,0.01,998.1439999999999,19.56
1000,998.1,20.0,0.01,998.1439999999999,19.56
