episode,cumulative_reward,steps,epsilon,reward (rolling avg),steps (rolling avg),success ratio
27,976.1999999999999,239.0,0.7700431458051551,807.5740740741267,1925.2592592592594,1.0
28,970.3999999999999,297.0,0.7623427143471035,813.3892857143364,1867.107142857143,1.0
29,972.9999999999999,271.0,0.7547192872036325,818.8931034483248,1812.0689655172414,1.0
30,981.2,189.0,0.7471720943315961,824.3033333333807,1757.9666666666667,1.0
31,988.2,119.0,0.7397003733882802,829.590322580691,1705.0967741935483,1.0
32,981.8,183.0,0.7323033696543974,834.3468750000443,1657.53125,1.0
33,980.0,201.0,0.7249803359578534,838.760606060649,1613.3939393939395,1.0
34,987.2,129.0,0.7177305325982748,843.126470588277,1569.735294117647,1.0
35,986.2,139.0,0.7105532272722921,847.2142857143263,1528.857142857143,1.0
36,982.4,177.0,0.7034476949995692,850.9694444444839,1491.3055555555557,1.0
37,984.2,159.0,0.6964132180495735,854.5702702703087,1455.2972972972973,1.0
38,981.6,185.0,0.6894490858690777,857.9131578947741,1421.8684210526317,1.0
39,985.4000000000001,147.0,0.682554595010387,861.1820512820876,1389.179487179487,1.0
40,985.8000000000001,143.0,0.6757290490602831,864.2975000000354,1358.025,1.0
41,974.5999999999999,255.0,0.6689717585696803,866.9878048780832,1331.121951219512,1.0
42,984.4000000000001,157.0,0.6622820409839835,869.783333333367,1303.1666666666667,1.0
43,984.4000000000001,157.0,0.6556592205741436,872.4488372093352,1276.5116279069769,1.0
44,983.2,169.0,0.6491026283684022,874.9659090909412,1251.340909090909,1.0
45,985.2,149.0,0.6426116020847181,877.4155555555868,1226.8444444444444,1.0
46,989.0,111.0,0.6361854860638709,879.8413043478567,1202.5869565217392,1.0
47,987.4,127.0,0.6298236312032323,882.1297872340725,1179.7021276595744,1.0
48,985.2,149.0,0.6235253948912,884.2770833333626,1158.2291666666667,1.0
49,990.4,97.0,0.617290140942288,886.4428571428859,1136.5714285714287,1.0
50,990.6,95.0,0.6111172395328651,888.5260000000281,1115.74,1.0
51,988.0,121.0,0.6050060671375365,894.4900000000284,1056.1,1.0
52,986.0,141.0,0.5989560064661611,895.5220000000284,1045.78,1.0
53,988.2,119.0,0.5929664464014994,901.3580000000283,987.42,1.0
54,972.8999999999999,272.0,0.5870367819374844,904.0840000000281,960.16,1.0
55,968.4999999999998,316.0,0.5811664141181095,905.2900000000283,948.1,1.0
56,987.4,127.0,0.5753547499769285,960.8459999999993,392.54,1.0
57,985.8000000000001,143.0,0.5696012024771592,961.4259999999995,386.74,1.0
58,988.8000000000001,113.0,0.5639051904523876,970.4440000000002,296.56,1.0
59,990.4,97.0,0.5582661385478638,971.864,282.36,1.0
60,989.2,109.0,0.5526834771623851,972.5960000000002,275.04,1.0
61,988.0,121.0,0.5471566423907612,973.22,268.8,1.0
62,989.6,105.0,0.5416850759668536,974.0600000000002,260.4,1.0
63,986.8000000000001,133.0,0.536268225207185,974.464,256.36,1.0
64,989.4,107.0,0.5309055429551132,976.2840000000001,238.16,1.0
65,990.2,99.0,0.525596487525562,977.056,230.44,1.0
66,990.4,97.0,0.5203405226503064,977.7560000000001,223.44,1.0
67,991.9,82.0,0.5151371174238033,978.3380000000002,217.62,1.0
68,991.6,85.0,0.5099857462495653,979.114,209.86,1.0
69,990.2,99.0,0.5048858887870696,979.526,205.74,1.0
70,989.6,105.0,0.4998370298991989,983.7379999999997,163.62,1.0
71,985.2,149.0,0.49483865960020695,983.9739999999998,161.26,1.0
72,991.0,91.0,0.4898902730042049,984.4459999999999,156.54,1.0
73,987.6,125.0,0.48499137027416284,984.6259999999999,154.74,1.0
74,987.6,125.0,0.4801414565714212,984.914,151.86,1.0
75,989.4,107.0,0.475340042005707,985.1379999999999,149.62,1.0
76,991.4,87.0,0.47058664158564995,985.4620000000001,146.38,1.0
77,989.8000000000001,103.0,0.4658807751697934,985.734,143.66,1.0
78,991.0,91.0,0.4612219674180955,986.1460000000002,139.54,1.0
79,991.8000000000001,83.0,0.45660974774391455,986.5220000000002,135.78,1.0
80,989.4,107.0,0.4520436502664754,986.6860000000001,134.14,1.0
81,990.6,95.0,0.44752321376381066,986.7339999999999,133.66,1.0
82,991.2,89.0,0.44304798162617254,986.922,131.78,1.0
83,989.4,107.0,0.4386175018099108,987.1100000000001,129.9,1.0
84,991.2,89.0,0.4342313267918117,987.19,129.1,1.0
85,992.6,75.0,0.4298890135238936,987.318,127.82,1.0
86,991.6,85.0,0.42559012338865465,987.5019999999998,125.98,1.0
87,989.2,109.0,0.4213342221547681,987.602,124.98,1.0
88,991.4,87.0,0.41712087993322045,987.798,123.02,1.0
89,991.2,89.0,0.41294967113388825,987.9140000000001,121.86,1.0
90,991.0,91.0,0.40882017442254937,988.0179999999999,120.82,1.0
91,991.8000000000001,83.0,0.4047319726783239,988.362,117.38,1.0
92,992.4,77.0,0.40068465295154065,988.5219999999999,115.78,1.0
93,993.0,71.0,0.39667780642202527,988.6940000000001,114.06,1.0
94,991.0,91.0,0.392711028357805,988.85,112.5,1.0
95,992.8,73.0,0.38878391807422696,989.002,110.98,1.0
96,991.2,89.0,0.3848960788934847,989.046,110.54,1.0
97,990.8000000000001,93.0,0.38104711810454983,989.1139999999999,109.86,1.0
98,991.2,89.0,0.37723664692350434,989.2339999999999,108.66,1.0
99,992.6,75.0,0.37346428045426927,989.2779999999999,108.22,1.0
100,990.0,101.0,0.36972963764972655,989.266,108.34,1.0
101,989.6,105.0,0.36603234127322926,989.298,108.02,1.0
102,992.8,73.0,0.36237201786049694,989.434,106.66,1.0
103,992.0,81.0,0.358748297681892,989.51,105.9,1.0
104,993.4,67.0,0.35516081470507305,989.92,101.8,1.0
105,993.4,67.0,0.3516092065580223,990.4180000000001,96.82,1.0
106,991.6,85.0,0.34809311449244207,990.502,95.98,1.0
107,993.4,67.0,0.34461218334751764,990.654,94.46,1.0
108,991.2,89.0,0.34116606151404244,990.702,93.98,1.0
109,993.2,69.0,0.337754400898902,990.7579999999999,93.42,1.0
110,992.8,73.0,0.334376856889913,990.83,92.7,1.0
111,992.8,73.0,0.33103308832101386,990.926,91.74,1.0
112,993.6,65.0,0.3277227574378037,991.0060000000001,90.94,1.0
113,991.8000000000001,83.0,0.3244455298634257,991.1060000000001,89.94,1.0
114,993.6,65.0,0.3212010745647914,991.19,89.1,1.0
115,993.2,69.0,0.3179890638191435,991.2499999999999,88.5,1.0
116,992.8,73.0,0.31480917318095203,991.298,88.02,1.0
117,992.8,73.0,0.3116610814491425,991.3160000000003,87.84,1.0
118,994.8,53.0,0.30854447063465107,991.3800000000001,87.2,1.0
119,993.8,63.0,0.30545902592830454,991.4520000000001,86.48,1.0
120,992.6,75.0,0.3024044356690215,991.512,85.88,1.0
121,992.2,79.0,0.29938039131233124,991.6519999999999,84.48,1.0
122,992.2,79.0,0.2963865873992079,991.6759999999999,84.24,1.0
123,992.2,79.0,0.29342272152521587,991.7679999999999,83.32,1.0
124,991.8000000000001,83.0,0.2904884943099637,991.852,82.48,1.0
125,992.8,73.0,0.28758360936686406,991.9200000000002,81.8,1.0
126,993.0,71.0,0.2847077732731954,991.9520000000001,81.48,1.0
127,992.0,81.0,0.28186069554046345,991.9960000000001,81.04,1.0
128,992.8,73.0,0.2790420885850588,992.0320000000002,80.68,1.0
129,990.2,99.0,0.2762516676992082,992.0,81.0,1.0
130,993.4,67.0,0.27348915102221616,992.0799999999998,80.2,1.0
131,992.2,79.0,0.270754259511994,992.112,79.88,1.0
132,993.8,63.0,0.26804671691687404,992.164,79.36,1.0
133,962.3999999999997,377.0,0.2653662497477053,991.6240000000001,84.76,1.0
134,993.4,67.0,0.2627125872502282,991.668,84.32,1.0
135,993.2,69.0,0.2600854613777259,991.68,84.2,1.0
136,994.2,59.0,0.2574846067639487,991.7319999999999,83.68,1.0
137,991.6,85.0,0.2549097606963092,991.7799999999999,83.2,1.0
138,992.4,77.0,0.2523606630893461,991.8,83.0,1.0
139,992.4,77.0,0.24983705645845267,991.824,82.76,1.0
140,996.9,32.0,0.24733868589386815,991.942,81.58,1.0
141,993.4,67.0,0.24486529903492946,991.9739999999999,81.26,1.0
142,992.6,75.0,0.24241664604458016,991.9779999999998,81.22,1.0
143,993.2,69.0,0.23999247958413436,991.9819999999999,81.18,1.0
144,993.6,65.0,0.23759255478829303,992.0339999999998,80.66,1.0
145,994.0,61.0,0.2352166292404101,992.0579999999999,80.42,1.0
146,991.4,87.0,0.232864462948006,992.062,80.38,1.0
147,993.4,67.0,0.23053581831852593,992.114,79.86,1.0
148,993.8,63.0,0.22823046013534068,992.166,79.34,1.0
149,993.8,63.0,0.22594815553398728,992.19,79.1,1.0
150,993.0,71.0,0.22368867397864742,992.25,78.5,1.0
151,994.0,61.0,0.22145178723886094,992.3380000000001,77.62,1.0
152,994.0,61.0,0.21923726936647234,992.362,77.38,1.0
153,993.4,67.0,0.2170448966728076,992.3900000000001,77.1,1.0
154,993.0,71.0,0.21487444770607952,992.382,77.18,1.0
155,993.2,69.0,0.21272570322901874,992.3779999999999,77.22,1.0
156,993.4,67.0,0.21059844619672854,992.414,76.86,1.0
157,993.6,65.0,0.20849246173476127,992.418,76.82,1.0
158,994.6,55.0,0.20640753711741366,992.4859999999998,76.14,1.0
159,993.2,69.0,0.20434346174623952,992.4859999999999,76.14,1.0
160,994.0,61.0,0.20230002712877712,992.51,75.9,1.0
161,993.8,63.0,0.20027702685748935,992.53,75.7,1.0
162,993.0,71.0,0.19827425658891445,992.518,75.82,1.0
163,994.6,55.0,0.1962915140230253,992.5740000000001,75.26,1.0
164,994.0,61.0,0.19432859888279505,992.582,75.18,1.0
165,994.0,61.0,0.1923853128939671,992.5980000000001,75.02,1.0
166,994.0,61.0,0.19046145976502743,992.6220000000001,74.78,1.0
167,994.2,59.0,0.18855684516737714,992.65,74.5,1.0
168,994.4,57.0,0.18667127671570335,992.6419999999999,74.58,1.0
169,994.0,61.0,0.18480456394854633,992.6460000000002,74.54,1.0
170,994.2,59.0,0.18295651830906087,992.6779999999999,74.22,1.0
171,993.0,71.0,0.18112695312597027,992.694,74.06,1.0
172,994.2,59.0,0.17931568359471056,992.7339999999999,73.66,1.0
173,991.8000000000001,83.0,0.17752252675876345,992.7260000000001,73.74,1.0
174,994.2,59.0,0.17574730149117582,992.7739999999999,73.26,1.0
175,994.2,59.0,0.17398982847626407,992.8019999999998,72.98,1.0
176,993.8,63.0,0.17224993019150142,992.8179999999999,72.82,1.0
177,994.6,55.0,0.1705274308895864,992.87,72.3,1.0
178,994.8,53.0,0.16882215658069055,992.91,71.9,1.0
179,994.0,61.0,0.16713393501488363,992.9860000000001,71.14,1.0
180,993.6,65.0,0.16546259566473479,992.9899999999999,71.1,1.0
181,994.6,55.0,0.16380796970808745,993.0379999999999,70.62,1.0
182,994.6,55.0,0.16216989001100657,993.054,70.46,1.0
183,993.4,67.0,0.1605481911108965,993.674,64.26,1.0
184,994.4,57.0,0.15894270919978754,993.6940000000001,64.06,1.0
185,994.4,57.0,0.15735328210778965,993.7180000000002,63.82,1.0
186,994.4,57.0,0.15577974928671176,993.7220000000001,63.78,1.0
187,998.1,20.0,0.15422195179384465,993.852,62.48,1.0
188,993.8,63.0,0.1526797322759062,993.8800000000001,62.2,1.0
189,994.0,61.0,0.15115293495314713,993.9120000000001,61.88,1.0
190,994.6,55.0,0.14964140560361566,993.8659999999999,62.34,1.0
191,994.2,59.0,0.1481449915475795,993.882,62.18,1.0
192,994.8,53.0,0.1466635416321037,993.926,61.74,1.0
193,994.4,57.0,0.14519690621578268,993.9500000000002,61.5,1.0
194,994.0,61.0,0.14374493715362485,993.9580000000001,61.42,1.0
195,994.2,59.0,0.1423074877820886,993.962,61.38,1.0
196,994.6,55.0,0.1408844129042677,994.026,60.74,1.0
197,993.2,69.0,0.13947556877522502,994.0219999999999,60.78,1.0
198,959.7999999999997,403.0,0.13808081308747278,993.3420000000001,67.58,1.0
199,994.4,57.0,0.13670000495659804,993.354,67.46,1.0
200,994.6,55.0,0.13533300490703207,993.3860000000001,67.14,1.0
201,994.4,57.0,0.13397967485796175,993.3939999999999,67.06,1.0
202,994.2,59.0,0.13263987810938213,993.398,67.02,1.0
203,994.2,59.0,0.1313134793282883,993.414,66.86,1.0
204,994.8,53.0,0.13000034453500542,993.45,66.5,1.0
205,994.6,55.0,0.12870034108965536,993.4779999999998,66.22,1.0
206,994.0,61.0,0.12741333767875881,993.4899999999999,66.1,1.0
207,994.0,61.0,0.12613920430197123,993.498,66.02,1.0
208,997.5,26.0,0.12487781225895152,993.556,65.44,1.0
209,994.2,59.0,0.123629034136362,993.5759999999998,65.24,1.0
210,994.4,57.0,0.12239274379499838,993.5840000000001,65.16,1.0
211,993.8,63.0,0.1211688163570484,993.5840000000001,65.16,1.0
212,999.6,5.0,0.11995712819347792,993.716,63.84,1.0
213,993.8,63.0,0.11875755691154315,993.7,64.0,1.0
214,994.6,55.0,0.11756998134242772,993.7120000000001,63.88,1.0
215,994.6,55.0,0.11639428152900344,993.7239999999999,63.76,1.0
216,995.0,51.0,0.11523033871371341,993.7440000000001,63.56,1.0
217,994.8,53.0,0.11407803532657627,993.7560000000001,63.44,1.0
218,994.6,55.0,0.11293725497331052,993.7600000000001,63.4,1.0
219,994.0,61.0,0.1118078824235774,993.7600000000001,63.4,1.0
220,994.0,61.0,0.11068980359934164,993.7560000000001,63.44,1.0
221,994.4,57.0,0.10958290556334822,993.7840000000001,63.16,1.0
222,945.2999999999995,548.0,0.10848707650771475,992.8060000000002,72.94,1.0
223,994.6,55.0,0.1074022057426376,992.8620000000001,72.38,1.0
224,994.8,53.0,0.10632818368521123,992.8740000000001,72.26,1.0
225,994.4,57.0,0.10526490184835911,992.878,72.22,1.0
226,994.4,57.0,0.10421225282987552,992.89,72.1,1.0
227,994.8,53.0,0.10317013030157676,992.8940000000001,72.06,1.0
228,960.2999999999997,398.0,0.10213842899856099,992.2040000000001,78.96,1.0
229,994.8,53.0,0.10111704470857538,992.22,78.8,1.0
230,995.0,51.0,0.10010587426148963,992.2479999999999,78.52,1.0
231,994.6,55.0,0.09910481551887473,992.248,78.52,1.0
232,995.0,51.0,0.09811376736368599,992.2559999999999,78.44,1.0
233,994.0,61.0,0.09713262969004913,992.2679999999999,78.32,1.0
234,994.6,55.0,0.09616130339314863,992.2719999999998,78.28,1.0
235,994.6,55.0,0.09519969035921715,992.276,78.24,1.0
236,994.6,55.0,0.09424769345562498,992.2799999999999,78.2,1.0
237,994.8,53.0,0.09330521652106873,992.2139999999999,78.86,1.0
238,994.8,53.0,0.09237216435585804,992.234,78.66,1.0
239,995.0,51.0,0.09144844271229946,992.2539999999999,78.46,1.0
240,994.4,57.0,0.09053395828517646,992.25,78.5,1.0
241,994.8,53.0,0.08962861870232469,992.262,78.38,1.0
242,995.0,51.0,0.08873233251530144,992.2660000000001,78.34,1.0
243,994.2,59.0,0.08784500919014843,992.2619999999998,78.38,1.0
244,994.6,55.0,0.08696655909824694,992.2739999999998,78.26,1.0
245,994.2,59.0,0.08609689350726446,992.2739999999998,78.26,1.0
246,989.3000000000001,108.0,0.08523592457219181,992.1679999999999,79.32,1.0
247,994.6,55.0,0.0843835653264699,992.1959999999999,79.04,1.0
248,994.6,55.0,0.0835397296732052,992.8919999999998,72.08,1.0
249,994.4,57.0,0.08270433237647315,992.8919999999999,72.08,1.0
250,995.0,51.0,0.08187728905270841,992.9000000000001,72.0,1.0
251,994.4,57.0,0.08105851616218133,992.9,72.0,1.0
252,994.4,57.0,0.08024793100055952,992.904,71.96,1.0
253,995.0,51.0,0.07944545169055392,992.92,71.8,1.0
254,993.8,63.0,0.07865099717364837,992.9,72.0,1.0
255,994.8,53.0,0.07786448720191189,992.9040000000001,71.96,1.0
256,994.4,57.0,0.07708584232989277,992.9119999999999,71.88,1.0
257,994.6,55.0,0.07631498390659384,992.924,71.76,1.0
258,995.0,51.0,0.07555183406752791,992.8739999999999,72.26,1.0
259,994.8,53.0,0.07479631572685264,992.8860000000001,72.14,1.0
260,995.0,51.0,0.07404835256958411,992.898,72.02,1.0
261,994.8,53.0,0.07330786904388827,992.9180000000001,71.82,1.0
262,994.6,55.0,0.07257479035344938,992.818,72.82,1.0
263,994.8,53.0,0.07184904244991488,992.8380000000001,72.62,1.0
264,994.0,61.0,0.07113055202541574,992.826,72.74,1.0
265,994.2,59.0,0.07041924650516158,992.8179999999999,72.82,1.0
266,994.6,55.0,0.06971505404010997,992.8099999999998,72.9,1.0
267,994.8,53.0,0.06901790349970886,992.8100000000002,72.9,1.0
268,994.6,55.0,0.06832772446471178,992.81,72.9,1.0
269,981.6,185.0,0.06764444722006466,992.5619999999998,75.38,1.0
270,995.0,51.0,0.066968002747864,992.582,75.18,1.0
271,994.4,57.0,0.06629832272038537,992.582,75.18,1.0
272,994.6,55.0,0.06563533949318151,993.568,65.32,1.0
273,995.0,51.0,0.06497898609824969,993.5759999999999,65.24,1.0
274,995.0,51.0,0.0643291962372672,993.58,65.2,1.0
275,994.6,55.0,0.06368590427489453,993.5840000000001,65.16,1.0
276,994.4,57.0,0.06304904523214558,993.5840000000001,65.16,1.0
277,994.8,53.0,0.06241855477982412,993.5840000000001,65.16,1.0
278,955.4999999999997,446.0,0.06179436923202588,993.4880000000002,66.12,1.0
279,994.6,55.0,0.06117642553970562,993.484,66.16,1.0
280,994.8,53.0,0.06056466128430856,993.4800000000001,66.2,1.0
281,995.0,51.0,0.05995901467146548,993.488,66.12,1.0
282,994.4,57.0,0.05935942452475082,993.4760000000001,66.24,1.0
283,995.0,51.0,0.058765830279503314,993.4960000000001,66.04,1.0
284,995.0,51.0,0.05817817197670828,993.5039999999999,65.96,1.0
285,994.4,57.0,0.057596390256941195,993.5,66.0,1.0
286,994.8,53.0,0.05702042635437178,993.5040000000001,65.96,1.0
287,994.8,53.0,0.05645022209082806,993.5040000000001,65.96,1.0
288,994.4,57.0,0.05588571986991978,993.4960000000001,66.04,1.0
289,994.4,57.0,0.055326862671220584,993.4839999999999,66.16,1.0
290,994.4,57.0,0.05477359404450838,993.4839999999999,66.16,1.0
291,995.0,51.0,0.054225858104063294,993.488,66.12,1.0
292,994.6,55.0,0.05368359952302266,993.4799999999999,66.2,1.0
293,994.6,55.0,0.053146763527792434,993.4879999999998,66.12,1.0
294,995.0,51.0,0.052615295892514506,993.4959999999999,66.04,1.0
295,994.8,53.0,0.052089142933589364,993.508,65.92,1.0
296,995.0,51.0,0.05156825150425347,993.6220000000001,64.78,1.0
297,994.8,53.0,0.051052568989210935,993.6260000000001,64.74,1.0
298,994.2,59.0,0.05054204329931883,993.6179999999999,64.82,1.0
299,994.8,53.0,0.05003662286632564,993.6260000000001,64.74,1.0
300,994.4,57.0,0.04953625663766238,993.614,64.86,1.0
301,994.6,55.0,0.04904089407128576,993.6179999999999,64.82,1.0
302,996.7,34.0,0.0485504851305729,993.6639999999998,64.36,1.0
303,994.8,53.0,0.048064980279267165,993.66,64.4,1.0
304,994.6,55.0,0.04758433047647449,993.676,64.24,1.0
305,994.8,53.0,0.04710848717170975,993.6759999999999,64.24,1.0
306,994.8,53.0,0.04663740229999265,993.6840000000001,64.16,1.0
307,995.0,51.0,0.04617102827699272,993.692,64.08,1.0
308,994.8,53.0,0.045709317994222794,993.688,64.12,1.0
309,994.6,55.0,0.04525222481428057,993.684,64.16,1.0
310,994.8,53.0,0.04479970256613776,993.68,64.2,1.0
311,994.8,53.0,0.04435170554047638,993.68,64.2,1.0
312,994.6,55.0,0.043908188485071616,993.68,64.2,1.0
313,994.4,57.0,0.0434691066002209,993.672,64.28,1.0
314,994.4,57.0,0.04303441553421869,993.68,64.2,1.0
315,994.8,53.0,0.0426040713788765,993.6920000000001,64.08,1.0
316,994.8,53.0,0.04217803066508773,993.696,64.04,1.0
317,983.1,170.0,0.04175625035843686,993.4620000000001,66.38,1.0
318,995.0,51.0,0.041338687854852486,993.4699999999998,66.3,1.0
319,995.0,51.0,0.04092530097630396,993.738,63.62,1.0
320,994.8,53.0,0.040516047966540916,993.734,63.66,1.0
321,994.8,53.0,0.04011088748687551,993.7420000000001,63.58,1.0
322,994.8,53.0,0.03970977861200675,993.7460000000001,63.54,1.0
323,995.0,51.0,0.03931268082588668,993.7460000000001,63.54,1.0
324,994.8,53.0,0.03891955401762781,993.7420000000001,63.58,1.0
325,995.0,51.0,0.03853035847745153,993.75,63.5,1.0
326,994.8,53.0,0.03814505489267701,993.7580000000002,63.42,1.0
327,995.0,51.0,0.03776360434375024,993.7620000000002,63.38,1.0
328,994.6,55.0,0.03738596830031274,994.5440000000001,55.56,1.0
329,995.0,51.0,0.03701210861730961,994.552,55.48,1.0
330,995.0,51.0,0.03664198753113651,994.556,55.44,1.0
331,994.8,53.0,0.036275567655825146,994.5520000000001,55.48,1.0
332,995.0,51.0,0.03591281197926689,994.5640000000001,55.36,1.0
333,982.2,179.0,0.035553683859474224,994.3079999999999,57.92,1.0
334,994.8,53.0,0.03519814702087948,994.304,57.96,1.0
335,995.0,51.0,0.03484616555067068,994.316,57.84,1.0
336,994.4,57.0,0.034497703895163975,994.308,57.92,1.0
337,994.4,57.0,0.03415272685621234,994.3,58.0,1.0
338,995.0,51.0,0.03381119958765021,994.312,57.88,1.0
339,994.6,55.0,0.03347308759177371,994.3159999999999,57.84,1.0
340,995.0,51.0,0.03313835671585597,994.328,57.72,1.0
341,994.8,53.0,0.03280697314869741,994.3240000000001,57.76,1.0
342,995.0,51.0,0.032478903417210436,994.332,57.68,1.0
343,995.0,51.0,0.032154114383038335,994.34,57.6,1.0
344,994.6,55.0,0.03183257323920795,994.332,57.68,1.0
345,994.8,53.0,0.03151424750681587,994.3320000000001,57.68,1.0
346,994.4,57.0,0.03119910503174771,994.3200000000002,57.8,1.0
347,994.6,55.0,0.030887113981430233,994.316,57.84,1.0
348,994.8,53.0,0.03057824284161593,994.328,57.72,1.0
349,995.0,51.0,0.03027246041319977,994.3320000000001,57.68,1.0
350,994.4,57.0,0.029969735809067772,994.332,57.68,1.0
351,994.4,57.0,0.029670038450977095,994.328,57.72,1.0
352,994.8,53.0,0.029373338066467324,994.2900000000002,58.1,1.0
353,995.0,51.0,0.02907960468580265,994.2940000000001,58.06,1.0
354,994.8,53.0,0.028788808638944622,994.298,58.02,1.0
355,995.0,51.0,0.028500920552555174,994.3020000000001,57.98,1.0
356,994.8,53.0,0.028215911347029624,994.3020000000001,57.98,1.0
357,994.8,53.0,0.027933752233559327,994.2980000000002,58.02,1.0
358,995.0,51.0,0.027654414711223735,994.3020000000001,57.98,1.0
359,995.0,51.0,0.027377870564111496,994.31,57.9,1.0
360,995.0,51.0,0.027104091858470382,994.314,57.86,1.0
361,995.0,51.0,0.026833050939885677,994.318,57.82,1.0
362,994.4,57.0,0.02656472043048682,994.3140000000001,57.86,1.0
363,994.6,55.0,0.02629907322618195,994.318,57.82,1.0
364,995.0,51.0,0.026036082493920133,994.33,57.7,1.0
365,995.0,51.0,0.02577572166898093,994.334,57.66,1.0
366,963.9999999999998,361.0,0.025517964452291122,993.7180000000001,63.82,1.0
367,995.0,51.0,0.02526278480776821,993.956,61.44,1.0
368,994.8,53.0,0.025010156959690527,993.9520000000001,61.48,1.0
369,994.8,53.0,0.02476005539009362,993.9480000000002,61.52,1.0
370,994.6,55.0,0.024512454836192684,993.9440000000001,61.56,1.0
371,995.0,51.0,0.024267330287830756,993.948,61.52,1.0
372,995.0,51.0,0.024024656984952448,993.952,61.48,1.0
373,995.0,51.0,0.023784410415102923,993.952,61.48,1.0
374,994.8,53.0,0.023546566310951894,993.9520000000001,61.48,1.0
375,995.0,51.0,0.023311100647842375,993.9520000000001,61.48,1.0
376,994.4,57.0,0.02307798964136395,993.9440000000001,61.56,1.0
377,999.4,7.0,0.022847209744950314,994.0320000000002,60.68,1.0
378,995.0,51.0,0.02261873764750081,994.04,60.6,1.0
379,995.0,51.0,0.022392550271025803,994.04,60.6,1.0
380,994.8,53.0,0.022168624768315544,994.0360000000001,60.64,1.0
381,994.8,53.0,0.02194693852063239,994.0360000000002,60.64,1.0
382,988.3000000000001,118.0,0.021727469135426065,993.9020000000002,61.98,1.0
383,995.0,51.0,0.021510194444071803,994.1580000000001,59.42,1.0
384,994.8,53.0,0.021295092499631085,994.1580000000001,59.42,1.0
385,994.6,55.0,0.021082141574634772,994.1500000000001,59.5,1.0
386,995.0,51.0,0.020871320158888425,994.1619999999999,59.38,1.0
387,995.0,51.0,0.020662606957299542,994.1740000000001,59.26,1.0
388,995.0,51.0,0.020455980887726547,994.174,59.26,1.0
389,995.0,51.0,0.02025142107884928,994.1820000000001,59.18,1.0
390,980.5,196.0,0.020048906868060788,993.8919999999999,62.08,1.0
391,995.0,51.0,0.01984841779938018,993.8960000000001,62.04,1.0
392,994.8,53.0,0.019649933621386378,993.8919999999999,62.08,1.0
393,995.0,51.0,0.019453434285172513,993.8920000000002,62.08,1.0
394,994.8,53.0,0.019258899942320787,993.8960000000001,62.04,1.0
395,995.0,51.0,0.01906631094289758,993.9000000000001,62.0,1.0
396,994.8,53.0,0.018875647833468602,993.908,61.92,1.0
397,995.0,51.0,0.018686891355133916,993.916,61.84,1.0
398,995.0,51.0,0.018500022441582577,993.92,61.8,1.0
399,995.0,51.0,0.01831502221716675,993.92,61.8,1.0
400,995.0,51.0,0.018131871994995084,993.9320000000001,61.68,1.0
401,994.8,53.0,0.017950553275045134,993.94,61.6,1.0
402,995.0,51.0,0.017771047742294682,993.9440000000001,61.56,1.0
403,995.0,51.0,0.017593337264871736,993.944,61.56,1.0
