episode,cumulative_reward,steps,epsilon,reward (rolling avg),steps (rolling avg),success ratio
315,974.1999999999999,259.0,0.0426040713788765,997.0819999999999,30.18,1.0
316,998.1,20.0,0.04217803066508773,997.082,30.18,1.0
317,998.1,20.0,0.04175625035843686,997.0819999999999,30.18,1.0
318,998.1,20.0,0.041338687854852486,997.082,30.18,1.0
319,998.1,20.0,0.04092530097630396,997.0819999999999,30.18,1.0
320,997.9,22.0,0.040516047966540916,997.078,30.22,1.0
321,998.1,20.0,0.04011088748687551,997.082,30.18,1.0
322,997.9,22.0,0.03970977861200675,997.078,30.22,1.0
323,997.9,22.0,0.03931268082588668,997.0740000000001,30.26,1.0
324,998.1,20.0,0.03891955401762781,997.5419999999999,25.58,1.0
325,997.9,22.0,0.03853035847745153,997.538,25.62,1.0
326,998.1,20.0,0.03814505489267701,997.546,25.54,1.0
327,998.1,20.0,0.03776360434375024,997.55,25.5,1.0
328,905.1000000000012,950.0,0.03738596830031274,995.69,44.1,1.0
329,998.1,20.0,0.03701210861730961,995.69,44.1,1.0
330,998.1,20.0,0.03664198753113651,995.69,44.1,1.0
331,997.9,22.0,0.036275567655825146,995.686,44.14,1.0
332,998.1,20.0,0.03591281197926689,995.686,44.14,1.0
333,998.1,20.0,0.035553683859474224,995.694,44.06,1.0
334,998.1,20.0,0.03519814702087948,995.6979999999999,44.02,1.0
335,998.1,20.0,0.03484616555067068,995.6979999999999,44.02,1.0
336,998.1,20.0,0.034497703895163975,995.6979999999999,44.02,1.0
337,980.2,199.0,0.03415272685621234,995.3399999999998,47.6,1.0
338,998.1,20.0,0.03381119958765021,995.3439999999999,47.56,1.0
339,901.8000000000013,983.0,0.03347308759177371,993.418,66.82,1.0
340,998.1,20.0,0.03313835671585597,993.418,66.82,1.0
341,997.9,22.0,0.03280697314869741,993.418,66.82,1.0
342,997.7,24.0,0.032478903417210436,993.4100000000002,66.9,1.0
343,997.9,22.0,0.032154114383038335,993.4060000000001,66.94,1.0
344,993.8,63.0,0.03183257323920795,993.3200000000002,67.8,1.0
345,997.7,24.0,0.03151424750681587,993.3120000000001,67.88,1.0
346,998.1,20.0,0.03119910503174771,993.312,67.88,1.0
347,998.1,20.0,0.030887113981430233,993.3120000000001,67.88,1.0
348,997.7,24.0,0.03057824284161593,993.308,67.92,1.0
349,998.1,20.0,0.03027246041319977,993.3120000000001,67.88,1.0
350,998.1,20.0,0.029969735809067772,993.312,67.88,1.0
351,997.9,22.0,0.029670038450977095,993.3120000000001,67.88,1.0
352,998.1,20.0,0.029373338066467324,993.3120000000001,67.88,1.0
353,997.7,24.0,0.02907960468580265,993.3040000000001,67.96,1.0
354,998.1,20.0,0.028788808638944622,993.308,67.92,1.0
355,958.3999999999996,417.0,0.028500920552555174,992.5140000000001,75.86,1.0
356,998.1,20.0,0.028215911347029624,992.518,75.82,1.0
357,997.9,22.0,0.027933752233559327,992.5140000000001,75.86,1.0
358,998.1,20.0,0.027654414711223735,992.5140000000001,75.86,1.0
359,998.1,20.0,0.027377870564111496,992.518,75.82,1.0
360,998.1,20.0,0.027104091858470382,992.518,75.82,1.0
361,997.9,22.0,0.026833050939885677,992.5180000000001,75.82,1.0
362,998.1,20.0,0.02656472043048682,992.5260000000001,75.74,1.0
363,998.1,20.0,0.02629907322618195,992.5260000000001,75.74,1.0
364,997.9,22.0,0.026036082493920133,992.5220000000002,75.78,1.0
365,998.1,20.0,0.02577572166898093,993.0000000000001,71.0,1.0
366,998.1,20.0,0.025517964452291122,993.0,71.0,1.0
367,997.9,22.0,0.02526278480776821,992.9960000000001,71.04,1.0
368,997.7,24.0,0.025010156959690527,992.988,71.12,1.0
369,998.1,20.0,0.02476005539009362,992.988,71.12,1.0
370,998.1,20.0,0.024512454836192684,992.9920000000001,71.08,1.0
371,998.1,20.0,0.024267330287830756,992.9920000000001,71.08,1.0
372,998.1,20.0,0.024024656984952448,992.9960000000001,71.04,1.0
373,998.1,20.0,0.023784410415102923,993.0,71.0,1.0
374,998.1,20.0,0.023546566310951894,993.0,71.0,1.0
375,995.5,46.0,0.023311100647842375,992.9520000000001,71.48,1.0
376,998.1,20.0,0.02307798964136395,992.952,71.48,1.0
377,998.1,20.0,0.022847209744950314,992.9520000000001,71.48,1.0
378,998.1,20.0,0.02261873764750081,994.812,52.88,1.0
379,998.1,20.0,0.022392550271025803,994.8120000000001,52.88,1.0
380,997.9,22.0,0.022168624768315544,994.808,52.92,1.0
381,998.1,20.0,0.02194693852063239,994.8120000000001,52.88,1.0
382,998.1,20.0,0.021727469135426065,994.8120000000001,52.88,1.0
383,998.1,20.0,0.021510194444071803,994.8120000000001,52.88,1.0
384,997.9,22.0,0.021295092499631085,994.808,52.92,1.0
385,998.1,20.0,0.021082141574634772,994.8080000000002,52.92,1.0
386,998.1,20.0,0.020871320158888425,994.808,52.92,1.0
387,998.1,20.0,0.020662606957299542,995.166,49.34,1.0
388,998.1,20.0,0.020455980887726547,995.166,49.34,1.0
389,998.1,20.0,0.02025142107884928,997.092,30.08,1.0
390,998.1,20.0,0.020048906868060788,997.092,30.08,1.0
391,997.9,22.0,0.01984841779938018,997.0920000000001,30.08,1.0
392,998.1,20.0,0.019649933621386378,997.1,30.0,1.0
393,998.1,20.0,0.019453434285172513,997.1039999999999,29.96,1.0
394,998.1,20.0,0.019258899942320787,997.19,29.1,1.0
395,998.1,20.0,0.01906631094289758,997.1979999999999,29.02,1.0
396,998.1,20.0,0.018875647833468602,997.1979999999999,29.02,1.0
397,998.1,20.0,0.018686891355133916,997.1979999999999,29.02,1.0
398,998.1,20.0,0.018500022441582577,997.206,28.94,1.0
399,998.1,20.0,0.01831502221716675,997.206,28.94,1.0
400,997.9,22.0,0.018131871994995084,997.202,28.98,1.0
401,997.9,22.0,0.017950553275045134,997.2020000000001,28.98,1.0
402,998.1,20.0,0.017771047742294682,997.2020000000001,28.98,1.0
403,997.9,22.0,0.017593337264871736,997.206,28.94,1.0
404,997.9,22.0,0.01741740389222302,997.2020000000001,28.98,1.0
